timestamp,hour,day_of_week,month,is_weekend,temperature_c,cloud_cover_pct,wind_speed_kmh,solar_irradiance,solar_generation_mw,wind_generation_mw,renewable_generation_mw,dispatchable_generation_mw,total_supply_mw,demand_mw,surplus_deficit_mw,battery_level_mwh,battery_capacity_mwh
2025-12-28 19:00:00,19,6,12,1,25.2,0,10.0,0.0,0.0,546.7722068251168,546.7722068251168,172167.28912631582,171342.86956306393,196106.70238878354,-24763.83282571961,17445.836476889075,120000.0
2025-12-28 20:00:00,20,6,12,1,24.6,0,10.3,0.0,0.0,597.4727532473894,597.4727532473894,181167.28912631582,182979.5619849044,174881.2539958619,8098.307989042514,10445.836476889075,120000.0
2025-12-28 21:00:00,21,6,12,1,23.9,0,10.3,0.0,0.0,597.4727532473894,597.4727532473894,181759.62418295152,183200.95991394846,168795.1840022542,14405.775911694276,16445.836476889075,120000.0
2025-12-28 22:00:00,22,6,12,1,23.2,0,7.8,0.0,0.0,259.47184429327274,259.47184429327274,172759.62418295152,175207.4841882275,167412.32269048656,7795.161497740948,22445.836476889075,120000.0
2025-12-28 23:00:00,23,6,12,1,22.8,0,5.1,0.0,0.0,72.52988000755855,72.52988000755855,163759.62418295152,163520.05828274877,127635.26159964818,35884.79668310059,28445.836476889075,120000.0
2025-12-29 00:00:00,0,0,12,0,22.4,0,5.8,0.0,0.0,106.6818188180622,106.6818188180622,154759.62418295152,152137.79505700886,118315.33731745399,33822.45773955487,34445.836476889075,120000.0
2025-12-29 01:00:00,1,0,12,0,21.5,0,3.6,0.0,0.0,25.510204081632647,25.510204081632647,145759.62418295152,144515.33885879983,115469.51887016866,29045.819988631178,40445.836476889075,120000.0
2025-12-29 02:00:00,2,0,12,0,21.0,0,2.1,0.0,0.0,5.063657407407409,5.063657407407409,136759.62418295152,138061.12920962743,128246.34538915812,9814.78382046931,46445.836476889075,120000.0
2025-12-29 03:00:00,3,0,12,0,20.1,0,3.5,0.0,0.0,23.44285836762689,23.44285836762689,127759.62418295152,131234.8313014748,121434.5562786237,9800.2750228511,52445.836476889075,120000.0
2025-12-29 04:00:00,4,0,12,0,19.6,0,3.6,0.0,0.0,25.510204081632647,25.510204081632647,120587.76929751736,120034.46143017302,121697.04636491936,-1662.5849347463372,58445.836476889075,120000.0
2025-12-29 05:00:00,5,0,12,0,19.3,0,3.9,0.0,0.0,32.43398053665909,32.43398053665909,117240.78795501287,117592.43913376753,115165.16093820632,2427.2781955612154,56638.67893912132,120000.0
2025-12-29 06:00:00,6,0,12,0,19.0,0,4.4,0.0,0.0,46.57624366619077,46.57624366619077,123725.84867833181,126130.61119920763,142838.50259834592,-16707.891399138287,58920.32044294886,120000.0
2025-12-29 07:00:00,7,0,12,0,19.2,0,6.3,3.0,36.0,136.71875,172.71875,126164.63530824793,126050.4057105569,132413.2668434915,-6362.861132934602,51920.32044294886,120000.0
2025-12-29 08:00:00,8,0,12,0,20.8,0,8.3,106.0,1272.0,312.63723982391326,1584.6372398239132,135164.63530824793,137899.50744194965,180612.1949426601,-42712.68750071045,45004.16703758516,120000.0
2025-12-29 09:00:00,9,0,12,0,23.6,0,8.0,304.0,3648.0,279.94736989445994,3927.94736989446,144164.63530824793,145998.69877617227,169981.05155248675,-23982.35277631448,38004.16703758516,120000.0
2025-12-29 10:00:00,10,0,12,0,27.3,0,6.5,494.0,5928.0,150.15731729934777,6078.157317299348,153164.63530824793,156654.31614613155,174050.5216904654,-17396.205544333847,31004.16703758516,120000.0
2025-12-29 11:00:00,11,0,12,0,29.4,0,7.4,640.0,7680.0,221.56522073850118,7901.565220738501,161562.09143870333,171465.2330875963,150174.460511013,21290.772576583317,24004.16703758516,120000.0
2025-12-29 12:00:00,12,0,12,0,30.9,0,5.7,725.0,8700.0,101.25838529856388,8801.258385298564,152562.09143870333,164962.51016110083,154758.46634514304,10204.04381595779,30004.16703758516,120000.0
2025-12-29 13:00:00,13,0,12,0,31.2,0,4.9,739.0,8868.0,64.32720336076818,8932.327203360768,147609.06915740418,156856.84784835836,155277.10262996497,1579.7452183933929,36004.16703758516,120000.0
2025-12-29 14:00:00,14,0,12,0,31.0,0,7.0,681.0,8172.000000000001,187.54286694101512,8359.542866941016,148454.5292774749,156323.0513511593,160937.83114868027,-4614.779797520983,37489.12754287495,120000.0
2025-12-29 15:00:00,15,0,12,0,30.4,0,10.5,555.0,6660.000000000001,632.9571759259258,7292.957175925927,151455.05367385136,160352.77344327918,157628.3683750275,2724.4050682516827,32473.062545569534,120000.0
2025-12-29 16:00:00,16,0,12,0,29.4,0,10.9,376.0,4512.0,708.085864232524,5220.085864232524,155081.88909252078,162605.04875658403,166922.41028772583,-4317.361531141796,35034.00330972612,120000.0
2025-12-29 17:00:00,17,0,12,0,27.9,0,9.3,174.0,2087.9999999999995,439.8000519652306,2527.80005196523,164081.88909252078,164081.07558214458,179115.88389745192,-15034.808315307338,30341.219036745904,120000.0
2025-12-29 18:00:00,18,0,12,0,26.0,0,10.5,21.0,252.0,632.9571759259258,884.9571759259258,165136.70079544964,163666.97347435035,171012.40868084668,-7345.435206496331,23341.219036745904,120000.0
2025-12-29 19:00:00,19,0,12,0,25.5,0,10.8,0.0,0.0,688.7755102040816,688.7755102040816,173996.092792188,175246.23124120838,183564.60095045913,-8318.36970925075,16341.219036745904,120000.0
2025-12-29 20:00:00,20,0,12,0,24.6,0,11.5,0.0,0.0,831.5721800551496,831.5721800551496,174478.89920346378,175637.14501498285,177676.51537779009,-2039.3703628072399,9341.219036745904,120000.0
2025-12-29 21:00:00,21,0,12,0,23.8,0,10.2,0.0,0.0,580.2390400604684,580.2390400604684,178898.32057236726,181055.90212928667,177239.94600833915,3815.9561209475214,7124.5121206510785,120000.0
2025-12-29 22:00:00,22,0,12,0,23.0,0,6.8,0.0,0.0,171.92267853643511,171.92267853643511,174545.26821683644,176210.75281034815,179312.96897545672,-3102.216165108577,10711.510874341748,120000.0
2025-12-29 23:00:00,23,0,12,0,22.5,0,5.5,0.0,0.0,90.96922591052879,90.96922591052879,165545.26821683644,164468.9796694947,116931.83738617397,47537.14228332073,7339.536781832425,120000.0
2025-12-30 00:00:00,0,1,12,0,21.5,0,3.8,0.0,0.0,30.002484532907808,30.002484532907808,156545.26821683644,158520.89635634463,124087.56892152537,34433.327434819264,13339.536781832425,120000.0
2025-12-30 01:00:00,1,1,12,0,20.9,0,2.5,0.0,0.0,8.54331573164245,8.54331573164245,147545.26821683644,150006.00290803958,125615.53624745048,24390.466660589096,19339.536781832423,120000.0
2025-12-30 02:00:00,2,1,12,0,20.4,0,3.2,0.0,0.0,17.916631673245437,17.916631673245437,138545.26821683644,136665.50248131528,121518.29208154626,15147.210399769028,25339.536781832423,120000.0
2025-12-30 03:00:00,3,1,12,0,19.8,0,3.1,0.0,0.0,16.28889081352706,16.28889081352706,129545.26821683644,126300.60420315368,118403.65849063046,7896.945712523215,31339.536781832423,120000.0
2025-12-30 04:00:00,4,1,12,0,19.1,0,3.1,0.0,0.0,16.28889081352706,16.28889081352706,122389.1594196038,120659.00419818454,132781.3021059641,-12122.29790777956,37339.53678183242,120000.0
2025-12-30 05:00:00,5,1,12,0,19.0,0,3.1,0.0,0.0,16.28889081352706,16.28889081352706,120066.56794787614,117846.82912999339,98927.79128904542,18919.037840947974,30339.536781832423,120000.0
2025-12-30 06:00:00,6,1,12,0,18.6,0,3.0,0.0,0.0,14.762849584278152,14.762849584278152,119760.55152902998,122603.72085695446,144621.6733430945,-22017.952486140042,36339.53678183242,120000.0
2025-12-30 07:00:00,7,1,12,0,18.5,0,3.0,3.0,36.0,14.762849584278152,50.76284958427815,128760.55152902998,130698.398843479,128754.295837346,1944.1030061329948,29339.536781832423,120000.0
2025-12-30 08:00:00,8,1,12,0,20.3,5,3.3,105.0,1260.0,19.64935279667423,1279.6493527966743,137760.55152902997,140956.27857641174,167390.16989456207,-26433.89131815033,31166.993607597436,120000.0
2025-12-30 09:00:00,9,1,12,0,23.0,0,2.4,300.0,3600.0,7.5585789871504145,3607.55857898715,146760.55152902997,146431.56781576082,172029.02273648453,-25597.454920723714,24166.993607597436,120000.0
2025-12-30 10:00:00,10,1,12,0,26.0,0,2.6,490.0,5880.0,9.610068307158253,5889.610068307158,155760.55152902997,161610.79646963382,185074.36539089843,-23463.56892126461,17166.993607597436,120000.0
2025-12-30 11:00:00,11,1,12,0,28.0,0,4.2,636.0,7632.0,40.509259259259274,7672.509259259259,162933.45643001408,169785.68367770605,155226.90696889695,14558.776708809106,10166.993607597436,120000.0
2025-12-30 12:00:00,12,1,12,0,29.4,0,6.5,722.0,8664.0,150.15731729934777,8814.157317299349,153933.45643001408,159860.90149879985,148721.95766640318,11138.943832396675,16166.993607597436,120000.0
2025-12-30 13:00:00,13,1,12,0,29.4,0,8.3,735.0,8820.0,312.63723982391326,9132.637239823913,144933.45643001408,153720.36912709524,145019.93601718586,8700.433109909383,22166.993607597436,120000.0
2025-12-30 14:00:00,14,1,12,0,28.6,81,9.9,676.0,8112.0,530.5325255102041,8642.532525510203,137222.99715495456,148411.18805076697,157860.3198653637,-9449.131814596738,28166.993607597436,120000.0
2025-12-30 15:00:00,15,1,12,0,27.9,53,10.9,550.0,6600.0,708.085864232524,7308.085864232524,146222.99715495456,156638.6890991197,159282.84841340332,-2644.1593142836064,21166.993607597436,120000.0
2025-12-30 16:00:00,16,1,12,0,26.9,15,11.3,373.0,4476.0,788.9359769113407,5264.935976911341,151094.74591541686,155183.36766580984,159864.6062756772,-4681.238609867345,18292.907396419603,120000.0
2025-12-30 17:00:00,17,1,12,0,26.0,4,10.8,172.0,2063.9999999999995,688.7755102040816,2752.775510204081,160094.74591541686,163534.7157723743,178605.77251793334,-15071.056745559035,13204.604559607273,120000.0
2025-12-30 18:00:00,18,1,12,0,24.9,16,9.9,21.0,252.0,530.5325255102041,782.5325255102041,162433.58752550045,163844.74822506378,176911.27847307172,-13066.53024800794,6204.604559607273,120000.0
2025-12-30 19:00:00,19,1,12,0,24.5,50,10.4,0.0,0.0,615.0443716581282,615.0443716581282,171433.58752550045,174149.4526437568,177736.91698494746,-3587.4643411906436,0.0,120000.0
2025-12-30 20:00:00,20,1,12,0,24.0,0,10.4,0.0,0.0,615.0443716581282,615.0443716581282,177564.98777893235,175777.17470118927,185043.15920778143,-9265.984506592155,0.0,120000.0
2025-12-30 21:00:00,21,1,12,0,23.4,0,8.1,0.0,0.0,290.57716836734704,290.57716836734704,176317.1549508505,178838.84172079788,164396.48952223762,14442.352198560257,0.0,120000.0
2025-12-30 22:00:00,22,1,12,0,22.6,0,4.9,0.0,0.0,64.32720336076818,64.32720336076818,171031.23091580896,173093.88001589157,183086.10377709055,-9992.223761198984,6000.0,120000.0
2025-12-30 23:00:00,23,1,12,0,22.1,0,6.0,0.0,0.0,118.10279667422522,118.10279667422522,162031.23091580896,163542.52357544954,129277.14206251089,34265.38151293865,0.0,120000.0
2025-12-31 00:00:00,0,2,12,0,21.4,0,4.5,0.0,0.0,49.82461734693878,49.82461734693878,153031.23091580896,153629.80247734213,119853.02731038998,33776.77516695215,6000.0,120000.0
2025-12-31 01:00:00,1,2,12,0,20.5,0,3.3,0.0,0.0,19.64935279667423,19.64935279667423,144031.23091580896,143681.41435780487,122731.14312030494,20950.271237499925,12000.0,120000.0
2025-12-31 02:00:00,2,2,12,0,20.0,0,2.2,0.0,0.0,5.822030458273846,5.822030458273846,135031.23091580896,132402.74894394586,121480.11068207017,10922.63826187569,18000.0,120000.0
2025-12-31 03:00:00,3,2,12,0,19.6,5,2.2,0.0,0.0,5.822030458273846,5.822030458273846,126031.23091580896,126922.5961720287,124507.97197842474,2414.6241936039587,24000.0,120000.0
2025-12-31 04:00:00,4,2,12,0,19.4,16,3.0,0.0,0.0,14.762849584278152,14.762849584278152,119839.25575826086,119100.41756047918,116674.00134779356,2426.4162126856245,26269.74674198772,120000.0
2025-12-31 05:00:00,5,2,12,0,19.0,20,3.9,0.0,0.0,32.43398053665909,32.43398053665909,121259.73781264381,117821.98918472166,114003.29503515958,3818.694149562085,28550.577981912207,120000.0
2025-12-31 06:00:00,6,2,12,0,18.6,22,3.5,0.0,0.0,23.44285836762689,23.44285836762689,125616.78310717356,125441.57398323128,157859.33945053825,-32417.765467306963,32140.15048250057,120000.0
2025-12-31 07:00:00,7,2,12,0,18.1,45,3.8,2.0,24.0,30.002484532907808,54.00248453290781,134616.78310717357,135095.41092210813,142221.5564727761,-7126.145550667978,25140.15048250057,120000.0
2025-12-31 08:00:00,8,2,12,0,19.0,57,3.1,82.0,984.0,16.28889081352706,1000.288890813527,143616.78310717357,149824.80409964937,171073.5266792989,-21248.722579649533,18140.15048250057,120000.0
2025-12-31 09:00:00,9,2,12,0,21.2,20,2.3,251.0,3012.0,6.652577440441196,3018.6525774404413,152616.78310717357,153051.465669896,174244.99701619183,-21193.531346295844,11140.150482500569,120000.0
2025-12-31 10:00:00,10,2,12,0,24.8,0,1.4,465.0,5580.0,1.50034293552812,5581.500342935528,161616.78310717357,166644.16740622697,176449.90795833015,-9805.740552103176,4140.150482500569,120000.0
2025-12-31 11:00:00,11,2,12,0,26.0,0,1.1,628.0,7536.0,0.7277538072842308,7536.727753807284,165258.65499760097,171558.06972676428,158411.83046440044,13146.239262363844,0.0,120000.0
2025-12-31 12:00:00,12,2,12,0,28.0,13,1.9,713.0,8556.0,3.750310566613476,8559.750310566613,156258.65499760097,162293.25382004832,163763.58995004772,-1470.3361299993994,6000.0,120000.0
2025-12-31 13:00:00,13,2,12,0,28.8,0,4.4,729.0,8748.0,46.57624366619077,8794.576243666192,157716.74786015315,166894.4856334647,166377.95413669656,516.5314967681479,4401.808554348479,120000.0
2025-12-31 14:00:00,14,2,12,0,28.1,0,11.1,673.0,8076.0,747.7826199924411,8823.782619992442,148716.74786015315,157235.36829669448,147050.70383062077,10184.664466073707,4887.348161310539,120000.0
2025-12-31 15:00:00,15,2,12,0,27.0,0,13.4,548.0,6576.0,1315.590793930741,7891.590793930741,151147.61074430178,160790.7498953917,167963.49162552282,-7172.741730131122,10887.34816131054,120000.0
2025-12-31 16:00:00,16,2,12,0,26.2,0,12.6,371.0,4452.0,1093.75,5545.75,142147.61074430178,149402.93294888997,145885.263818894,3517.6691299959784,3887.3481613105396,120000.0
2025-12-31 17:00:00,17,2,12,0,25.6,0,12.2,172.0,2063.9999999999995,992.8552182189745,3056.855218218974,151147.61074430178,157998.62772112174,181628.20124996864,-23629.5735288469,7193.957143506759,120000.0
2025-12-31 18:00:00,18,2,12,0,24.9,2,10.5,21.0,252.0,632.9571759259258,884.9571759259258,160147.61074430178,156883.03163850316,183687.07598504514,-26804.04434654198,193.95714350675917,120000.0
2025-12-31 19:00:00,19,2,12,0,24.8,5,10.4,0.0,0.0,615.0443716581282,615.0443716581282,169147.61074430178,169178.1197485126,177311.61634195538,-8133.496593442775,0.0,120000.0
2025-12-31 20:00:00,20,2,12,0,24.6,12,9.1,0.0,0.0,412.03167866941016,412.03167866941016,175728.2001634086,174986.0299456215,176155.61522445027,-1169.5852788287739,0.0,120000.0
2025-12-31 21:00:00,21,2,12,0,24.2,20,8.0,0.0,0.0,279.94736989445994,279.94736989445994,174671.88260997098,176183.50770013398,174133.96725622492,2049.5404439090635,0.0,120000.0
2025-12-31 22:00:00,22,2,12,0,24.1,55,5.7,0.0,0.0,101.25838529856388,101.25838529856388,165671.88260997098,165453.83609494203,152282.12161660954,13171.714478332491,1926.5680172745197,120000.0
2025-12-31 23:00:00,23,2,12,0,23.3,39,2.5,0.0,0.0,8.54331573164245,8.54331573164245,156671.88260997098,156296.6727893874,118960.67719128622,37335.99559810119,7926.56801727452,120000.0
2026-01-01 00:00:00,0,3,1,0,22.9,84,4.9,0.0,0.0,64.32720336076818,64.32720336076818,147671.88260997098,148318.17202160036,119376.02781798122,28942.144203619144,13926.56801727452,120000.0
2026-01-01 01:00:00,1,3,1,0,21.7,98,7.2,0.0,0.0,204.08163265306118,204.08163265306118,138671.88260997098,134048.54034249898,124050.3356666108,9998.204675888177,19926.56801727452,120000.0
2026-01-01 02:00:00,2,3,1,0,20.9,31,7.3,0.0,0.0,212.70368358248643,212.70368358248643,129671.88260997098,132226.31970625505,127269.18950572363,4957.130200531421,25926.56801727452,120000.0
2026-01-01 03:00:00,3,3,1,0,20.5,32,4.0,0.0,0.0,34.99342123680749,34.99342123680749,125516.9383860493,127186.61886569981,119678.02460363039,7508.594262069426,30586.270405774056,120000.0
2026-01-01 04:00:00,4,3,1,0,20.5,22,3.6,0.0,0.0,25.510204081632647,25.510204081632647,121989.63897100565,119544.93889306863,118797.40272288017,747.536170188454,36586.270405774056,120000.0
2026-01-01 05:00:00,5,3,1,0,20.5,44,2.2,0.0,0.0,5.822030458273846,5.822030458273846,116241.69520398369,116521.55616265036,121864.37177943539,-5342.815616785025,37288.9544057512,120000.0
2026-01-01 06:00:00,6,3,1,0,20.4,2,4.7,0.0,0.0,56.76753082920411,56.76753082920411,123659.60747954337,122262.58454531351,138403.24716475303,-16140.662619439521,31481.546126637048,120000.0
2026-01-01 07:00:00,7,3,1,0,20.0,10,3.3,2.0,24.0,19.64935279667423,43.64935279667423,131121.3193409525,135116.84016561406,133917.70340816674,1199.136757447326,24481.546126637048,120000.0
2026-01-01 08:00:00,8,3,1,0,21.3,39,3.8,93.0,1116.0,30.002484532907808,1146.0024845329078,140121.3193409525,140825.20771925355,189441.44093788523,-48616.23321863168,25608.734678637535,120000.0
2026-01-01 09:00:00,9,3,1,0,23.1,31,3.1,223.0,2676.0,16.28889081352706,2692.288890813527,149121.3193409525,149202.014086062,172727.92367122739,-23525.909585165384,18608.734678637535,120000.0
2026-01-01 10:00:00,10,3,1,0,24.8,13,2.5,410.0,4920.0,8.54331573164245,4928.543315731642,158121.3193409525,162894.58459512176,189952.4638223444,-27057.879227222642,11608.734678637535,120000.0
2026-01-01 11:00:00,11,3,1,0,26.4,11,0.9,582.0,6984.0,0.3985969387755101,6984.398596938776,167121.3193409525,172622.78096557784,143515.65747179397,29107.123493783874,4608.734678637535,120000.0
2026-01-01 12:00:00,12,3,1,0,28.0,5,4.2,672.0,8064.0,40.509259259259274,8104.509259259259,159885.5737409511,166733.928469649,153270.91447434662,13463.013995302375,10608.734678637535,120000.0
2026-01-01 13:00:00,13,3,1,0,28.0,13,9.1,692.0,8303.999999999998,412.03167866941016,8716.031678669407,150885.5737409511,160494.29830840437,157601.32516671836,2892.9731416860013,16608.734678637535,120000.0
2026-01-01 14:00:00,14,3,1,0,27.4,8,11.4,620.0,7440.0,810.067082388511,8250.06708238851,145304.1708814099,158888.55780499938,153889.77546145077,4998.782343548606,19328.129431822377,120000.0
2026-01-01 15:00:00,15,3,1,0,26.9,2,12.3,520.0,6240.0,1017.470356198035,7257.470356198035,148085.28057532592,156686.1102044909,160845.79578964328,-4159.685585152387,24026.984834758066,120000.0
